  0.735000008717E-03 -0.151640534401E+01  0.397928774357E+00
  0.317520022392E+00 -0.240245535970E+00  0.279697757214E-01
  0.318255007267E+00 -0.240720987320E+00  0.288418550044E-01
  0.318990021944E+00 -0.241181626916E+00  0.297087915242E-01
  0.319725006819E+00 -0.241627499461E+00  0.305705796927E-01
  0.320460021496E+00 -0.242058664560E+00  0.314272306859E-01
  0.321195006371E+00 -0.242475122213E+00  0.322787500918E-01
  0.321930021048E+00 -0.242876932025E+00  0.331251472235E-01
  0.322665005922E+00 -0.243264108896E+00  0.339664183557E-01
  0.323400020599E+00 -0.243636652827E+00  0.348025821149E-01
  0.324135005474E+00 -0.243994668126E+00  0.356336310506E-01
  0.324870020151E+00 -0.244338139892E+00  0.364595651627E-01
  0.325605005026E+00 -0.244667142630E+00  0.372804105282E-01
  0.326340019703E+00 -0.244981721044E+00  0.380961447954E-01
  0.327075004578E+00 -0.245281815529E+00  0.389067828655E-01
  0.327810019255E+00 -0.245567530394E+00  0.397123247385E-01
  0.328545004129E+00 -0.245838910341E+00  0.405127704144E-01
  0.329280018806E+00 -0.246095985174E+00  0.413081273437E-01
  0.330015033484E+00 -0.246338769794E+00  0.420983955264E-01
  0.330750018358E+00 -0.246567338705E+00  0.428835712373E-01
  0.331485033035E+00 -0.246781691909E+00  0.436636507511E-01
  0.332220017910E+00 -0.246981889009E+00  0.444386489689E-01
  0.332955032587E+00 -0.247167974710E+00  0.452085509896E-01
  0.333690017462E+00 -0.247339904308E+00  0.459733530879E-01
  0.334425032139E+00 -0.247497871518E+00  0.467330664396E-01
  0.335160017014E+00 -0.247641757131E+00  0.474876761436E-01
  0.335895031691E+00 -0.247771725059E+00  0.482371896505E-01
  0.336630016565E+00 -0.247887745500E+00  0.489816106856E-01
  0.337365031242E+00 -0.247989863157E+00  0.497209168971E-01
  0.338100016117E+00 -0.248078137636E+00  0.504551157355E-01
  0.338835030794E+00 -0.248152583838E+00  0.511841960251E-01
  0.339570015669E+00 -0.248213246465E+00  0.519081689417E-01
  0.340305030346E+00 -0.248260274529E+00  0.526270121336E-01
  0.341040015221E+00 -0.248293533921E+00  0.533407330513E-01
  0.341775029898E+00 -0.248313188553E+00  0.540493242443E-01
  0.342510014772E+00 -0.248319238424E+00  0.547527745366E-01
  0.343245029449E+00 -0.248311728239E+00  0.554510802031E-01
  0.343980014324E+00 -0.248290687799E+00  0.561442337930E-01
  0.344715029001E+00 -0.248256221414E+00  0.568322241306E-01
  0.345450013876E+00 -0.248208299279E+00  0.575150549412E-01
  0.346185028553E+00 -0.248147040606E+00  0.581927150488E-01
  0.346920013428E+00 -0.248072460294E+00  0.588651932776E-01
  0.347655028105E+00 -0.247984543443E+00  0.595324821770E-01
  0.348390012980E+00 -0.247883409262E+00  0.601945742965E-01
  0.349125027657E+00 -0.247769102454E+00  0.608514621854E-01
  0.349860012531E+00 -0.247641623020E+00  0.615031346679E-01
  0.350595027208E+00 -0.247501105070E+00  0.621495842934E-01
  0.351330012083E+00 -0.247347518802E+00  0.627907961607E-01
  0.352065026760E+00 -0.247180953622E+00  0.634267777205E-01
  0.352800011635E+00 -0.247001424432E+00  0.640574842691E-01
  0.353535026312E+00 -0.246809020638E+00  0.646829456091E-01
  0.354270011187E+00 -0.246603801847E+00  0.653031393886E-01
  0.355005025864E+00 -0.246385738254E+00  0.659180358052E-01
  0.355740010738E+00 -0.246154978871E+00  0.665276348591E-01
  0.356475025415E+00 -0.245911508799E+00  0.671319365501E-01
  0.357210010290E+00 -0.245655462146E+00  0.677309036255E-01
  0.357945024967E+00 -0.245386779308E+00  0.683245435357E-01
  0.358680009842E+00 -0.245105624199E+00  0.689128562808E-01
  0.359415024519E+00 -0.244811981916E+00  0.694958120584E-01
  0.360150009394E+00 -0.244505941868E+00  0.700733959675E-01
  0.360885024071E+00 -0.244187548757E+00  0.706455931067E-01
  0.361620008945E+00 -0.243856906891E+00  0.712124258280E-01
  0.362355023623E+00 -0.243513941765E+00  0.717738270760E-01
  0.363090008497E+00 -0.243158861995E+00  0.723298341036E-01
  0.363825023174E+00 -0.242791637778E+00  0.728804022074E-01
  0.364560008049E+00 -0.242412358522E+00  0.734255388379E-01
  0.365295022726E+00 -0.242021128535E+00  0.739652141929E-01
  0.366030007601E+00 -0.241617903113E+00  0.744994357228E-01
  0.366765022278E+00 -0.241202831268E+00  0.750281587243E-01
  0.367500007153E+00 -0.240775913000E+00  0.755514055490E-01
