  0.735000008717E-03 -0.194444549084E+01  0.527825474739E+00
  0.867300033569E-01  0.141822218895E+01 -0.835647165775E+00
  0.874650031328E-01  0.140744829178E+01 -0.833701670170E+00
  0.882000029087E-01  0.139668941498E+01 -0.831718266010E+00
  0.889350026846E-01  0.138594567776E+01 -0.829697668552E+00
  0.896700024605E-01  0.137521755695E+01 -0.827640295029E+00
  0.904050022364E-01  0.136450517178E+01 -0.825546622276E+00
  0.911400020123E-01  0.135380911827E+01 -0.823417186737E+00
  0.918750017881E-01  0.134312951565E+01 -0.821252644062E+00
  0.926100015640E-01  0.133246707916E+01 -0.819053351879E+00
  0.933450013399E-01  0.132182180882E+01 -0.816819667816E+00
  0.940800011158E-01  0.131119406223E+01 -0.814552247524E+00
  0.948150008917E-01  0.130058407784E+01 -0.812251627445E+00
  0.955500006676E-01  0.128999245167E+01 -0.809918224812E+00
  0.962850004435E-01  0.127941942215E+01 -0.807552456856E+00
  0.970200002193E-01  0.126886546612E+01 -0.805155038834E+00
  0.977549999952E-01  0.125833046436E+01 -0.802726030350E+00
  0.984899997711E-01  0.124781513214E+01 -0.800266325474E+00
  0.992249995470E-01  0.123731958866E+01 -0.797776103020E+00
  0.999599993229E-01  0.122684431076E+01 -0.795255959034E+00
  0.100694999099E+00  0.121638977528E+01 -0.792706310749E+00
  0.101429998875E+00  0.120595574379E+01 -0.790127515793E+00
  0.102164998651E+00  0.119554305077E+01 -0.787520229816E+00
  0.102899998426E+00  0.118515169621E+01 -0.784884870052E+00
  0.103634998202E+00  0.117478227615E+01 -0.782221734524E+00
  0.104369997978E+00  0.116443502903E+01 -0.779531300068E+00
  0.105104997754E+00  0.115410995483E+01 -0.776814043522E+00
  0.105839997530E+00  0.114380788803E+01 -0.774070560932E+00
  0.106574997306E+00  0.113352859020E+01 -0.771301031113E+00
  0.107310004532E+00  0.112327277660E+01 -0.768506050110E+00
  0.108045004308E+00  0.111304056644E+01 -0.765685915947E+00
  0.108780004084E+00  0.110283231735E+01 -0.762841105461E+00
  0.109515003860E+00  0.109264850616E+01 -0.759972214699E+00
  0.110250003636E+00  0.108248901367E+01 -0.757079482079E+00
  0.110985003412E+00  0.107235443592E+01 -0.754163324833E+00
  0.111720003188E+00  0.106224489212E+01 -0.751224160194E+00
  0.112455002964E+00  0.105216085911E+01 -0.748262405396E+00
  0.113190002739E+00  0.104210257530E+01 -0.745278716087E+00
  0.113925002515E+00  0.103207015991E+01 -0.742273271084E+00
  0.114660002291E+00  0.102206408978E+01 -0.739246368408E+00
  0.115395002067E+00  0.101208460331E+01 -0.736198604107E+00
  0.116130001843E+00  0.100213193893E+01 -0.733130395412E+00
  0.116865001619E+00  0.992206215858E+00 -0.730041980743E+00
  0.117600001395E+00  0.982308089733E+00 -0.726933836937E+00
  0.118335001171E+00  0.972437441349E+00 -0.723806560040E+00
  0.119070000947E+00  0.962594807148E+00 -0.720660328865E+00
  0.119805000722E+00  0.952780306339E+00 -0.717495441437E+00
  0.120540000498E+00  0.942994296551E+00 -0.714312613010E+00
  0.121275000274E+00  0.933236837387E+00 -0.711111903191E+00
  0.122010000050E+00  0.923508465290E+00 -0.707893908024E+00
  0.122744999826E+00  0.913809120655E+00 -0.704658865929E+00
  0.123479999602E+00  0.904139339924E+00 -0.701407313347E+00
  0.124214999378E+00  0.894499182701E+00 -0.698139607906E+00
  0.124949999154E+00  0.884888827801E+00 -0.694855988026E+00
  0.125685006380E+00  0.875308871269E+00 -0.691556870937E+00
  0.126420006156E+00  0.865759193897E+00 -0.688242852688E+00
  0.127155005932E+00  0.856240212917E+00 -0.684914112091E+00
  0.127890005708E+00  0.846752047539E+00 -0.681570827961E+00
  0.128625005484E+00  0.837295055389E+00 -0.678213775158E+00
  0.129360005260E+00  0.827869117260E+00 -0.674843072891E+00
  0.130095005035E+00  0.818474829197E+00 -0.671459197998E+00
  0.130830004811E+00  0.809112429619E+00 -0.668062448502E+00
  0.131565004587E+00  0.799781799316E+00 -0.664653182030E+00
  0.132300004363E+00  0.790483355522E+00 -0.661231756210E+00
  0.133035004139E+00  0.781217277050E+00 -0.657798528671E+00
  0.133770003915E+00  0.771983802319E+00 -0.654353976250E+00
  0.134505003691E+00  0.762783110142E+00 -0.650898218155E+00
  0.135240003467E+00  0.753615319729E+00 -0.647431790829E+00
  0.135975003242E+00  0.744480669498E+00 -0.643954932690E+00
  0.136710003018E+00  0.735379278660E+00 -0.640468120575E+00
  0.137445002794E+00  0.726311504841E+00 -0.636971473694E+00
  0.138180002570E+00  0.717277407646E+00 -0.633465647697E+00
  0.138915002346E+00  0.708277046680E+00 -0.629950761795E+00
  0.139650002122E+00  0.699310898781E+00 -0.626427173615E+00
  0.140385001898E+00  0.690378844738E+00 -0.622895240784E+00
  0.141120001674E+00  0.681481242180E+00 -0.619355320930E+00
  0.141855001450E+00  0.672618150711E+00 -0.615807831287E+00
  0.142590001225E+00  0.663789749146E+00 -0.612252891064E+00
  0.143325001001E+00  0.654996216297E+00 -0.608690917492E+00
  0.144060000777E+00  0.646237730980E+00 -0.605122268200E+00
  0.144795000553E+00  0.637514233589E+00 -0.601547360420E+00
  0.145530000329E+00  0.628826141357E+00 -0.597966253757E+00
  0.146265000105E+00  0.620173573494E+00 -0.594379365444E+00
  0.146999999881E+00  0.611556351185E+00 -0.590787172318E+00
  0.147734999657E+00  0.602975010872E+00 -0.587189912796E+00
  0.148469999433E+00  0.594429373741E+00 -0.583587825298E+00
  0.149204999208E+00  0.585919737816E+00 -0.579981267452E+00
  0.149939998984E+00  0.577446103096E+00 -0.576370477676E+00
  0.150674998760E+00  0.569008767605E+00 -0.572755753994E+00
  0.151409998536E+00  0.560607671738E+00 -0.569137573242E+00
  0.152144998312E+00  0.552243053913E+00 -0.565516054630E+00
  0.152879998088E+00  0.543914854527E+00 -0.561891555786E+00
  0.153614997864E+00  0.535623431206E+00 -0.558264255524E+00
  0.154349997640E+00  0.527368605137E+00 -0.554634749889E+00
  0.155084997416E+00  0.519150733948E+00 -0.551002979279E+00
  0.155819997191E+00  0.510969698429E+00 -0.547369360924E+00
  0.156554996967E+00  0.502825617790E+00 -0.543734252453E+00
  0.157289996743E+00  0.494718670845E+00 -0.540097892284E+00
  0.158024996519E+00  0.486649036407E+00 -0.536460518837E+00
  0.158759996295E+00  0.478616476059E+00 -0.532822370529E+00
  0.159494996071E+00  0.470621347427E+00 -0.529183804989E+00
  0.160229995847E+00  0.462663590908E+00 -0.525545120239E+00
  0.160964995623E+00  0.454743266106E+00 -0.521906435490E+00
  0.161699995399E+00  0.446860522032E+00 -0.518268108368E+00
  0.162434995174E+00  0.439015388489E+00 -0.514630377293E+00
  0.163169994950E+00  0.431207954884E+00 -0.510993480682E+00
  0.163904994726E+00  0.423438221216E+00 -0.507357776165E+00
  0.164639994502E+00  0.415706187487E+00 -0.503723382950E+00
  0.165375009179E+00  0.408012062311E+00 -0.500090718269E+00
  0.166110008955E+00  0.400355815887E+00 -0.496459782124E+00
  0.166845008731E+00  0.392737418413E+00 -0.492831021547E+00
  0.167580008507E+00  0.385157018900E+00 -0.489204555750E+00
  0.168315008283E+00  0.377614587545E+00 -0.485580712557E+00
  0.169050008059E+00  0.370110273361E+00 -0.481959670782E+00
  0.169785007834E+00  0.362643867731E+00 -0.478341728449E+00
  0.170520007610E+00  0.355215638876E+00 -0.474726974964E+00
  0.171255007386E+00  0.347825556993E+00 -0.471115797758E+00
  0.171990007162E+00  0.340473562479E+00 -0.467508286238E+00
  0.172725006938E+00  0.333159774542E+00 -0.463904827833E+00
  0.173460006714E+00  0.325884103775E+00 -0.460305422544E+00
  0.174195006490E+00  0.318646639585E+00 -0.456710427999E+00
  0.174930006266E+00  0.311447352171E+00 -0.453120023012E+00
  0.175665006042E+00  0.304286330938E+00 -0.449534356594E+00
  0.176400005817E+00  0.297163575888E+00 -0.445953726768E+00
  0.177135005593E+00  0.290078938007E+00 -0.442378371954E+00
  0.177870005369E+00  0.283032536507E+00 -0.438808351755E+00
  0.178605005145E+00  0.276024430990E+00 -0.435243934393E+00
  0.179340004921E+00  0.269054472446E+00 -0.431685209274E+00
  0.180075004697E+00  0.262122809887E+00 -0.428132563829E+00
  0.180810004473E+00  0.255229264498E+00 -0.424586057663E+00
  0.181545004249E+00  0.248373940587E+00 -0.421045929193E+00
  0.182280004025E+00  0.241556793451E+00 -0.417512238026E+00
  0.183015003800E+00  0.234777867794E+00 -0.413985311985E+00
  0.183750003576E+00  0.228037089109E+00 -0.410465270281E+00
  0.184485003352E+00  0.221334397793E+00 -0.406952202320E+00
  0.185220003128E+00  0.214669808745E+00 -0.403446376324E+00
  0.185955002904E+00  0.208043336868E+00 -0.399947941303E+00
  0.186690002680E+00  0.201454937458E+00 -0.396457046270E+00
  0.187425002456E+00  0.194904595613E+00 -0.392973870039E+00
  0.188160002232E+00  0.188392192125E+00 -0.389498531818E+00
  0.188895002007E+00  0.181917786598E+00 -0.386031240225E+00
  0.189630001783E+00  0.175481319427E+00 -0.382572025061E+00
  0.190365001559E+00  0.169082760811E+00 -0.379121243954E+00
  0.191100001335E+00  0.162722036242E+00 -0.375678867102E+00
  0.191835001111E+00  0.156399205327E+00 -0.372245013714E+00
  0.192570000887E+00  0.150114119053E+00 -0.368819952011E+00
  0.193305000663E+00  0.143866762519E+00 -0.365403711796E+00
  0.194040000439E+00  0.137657120824E+00 -0.361996501684E+00
  0.194775000215E+00  0.131485149264E+00 -0.358598440886E+00
  0.195509999990E+00  0.125350773335E+00 -0.355209589005E+00
  0.196244999766E+00  0.119253955781E+00 -0.351830154657E+00
  0.196979999542E+00  0.113194651902E+00 -0.348460227251E+00
  0.197714999318E+00  0.107172802091E+00 -0.345099896193E+00
  0.198449999094E+00  0.101188346744E+00 -0.341749370098E+00
  0.199184998870E+00  0.952412486076E-01 -0.338408589363E+00
  0.199919998646E+00  0.893314480782E-01 -0.335077852011E+00
  0.200654998422E+00  0.834588706493E-01 -0.331757098436E+00
  0.201389998198E+00  0.776234939694E-01 -0.328446596861E+00
  0.202124997973E+00  0.718252137303E-01 -0.325146257877E+00
  0.202859997749E+00  0.660640075803E-01 -0.321856379509E+00
  0.203594997525E+00  0.603397972882E-01 -0.318576931953E+00
  0.204329997301E+00  0.546525083482E-01 -0.315308064222E+00
  0.205064997077E+00  0.490020960569E-01 -0.312049835920E+00
  0.205799996853E+00  0.433884896338E-01 -0.308802306652E+00
  0.206534996629E+00  0.378116220236E-01 -0.305565655231E+00
  0.207269996405E+00  0.322714224458E-01 -0.302339851856E+00
  0.208004996181E+00  0.267678294331E-01 -0.299125075340E+00
  0.208739995956E+00  0.213007759303E-01 -0.295921385288E+00
  0.209474995732E+00  0.158701818436E-01 -0.292728722095E+00
  0.210209995508E+00  0.104759866372E-01 -0.289547353983E+00
  0.210944995284E+00  0.511811254546E-02 -0.286377280951E+00
  0.211679995060E+00 -0.203507195693E-03 -0.283218502998E+00
  0.212414994836E+00 -0.548894703388E-02 -0.280071139336E+00
  0.213150009513E+00 -0.107382787392E-01 -0.276935309172E+00
  0.213885009289E+00 -0.159515775740E-01 -0.273810952902E+00
  0.214620009065E+00 -0.211289208382E-01 -0.270698219538E+00
  0.215355008841E+00 -0.262703802437E-01 -0.267597138882E+00
  0.216090008616E+00 -0.313760340214E-01 -0.264507740736E+00
  0.216825008392E+00 -0.364459566772E-01 -0.261430114508E+00
  0.217560008168E+00 -0.414802208543E-01 -0.258364260197E+00
  0.218295007944E+00 -0.464789159596E-01 -0.255310267210E+00
  0.219030007720E+00 -0.514421053231E-01 -0.252268195152E+00
  0.219765007496E+00 -0.563698783517E-01 -0.249238029122E+00
  0.220500007272E+00 -0.612623058259E-01 -0.246219798923E+00
  0.221235007048E+00 -0.661194697022E-01 -0.243213638663E+00
  0.221970006824E+00 -0.709414482117E-01 -0.240219503641E+00
  0.222705006599E+00 -0.757283344865E-01 -0.237237423658E+00
  0.223440006375E+00 -0.804801881313E-01 -0.234267517924E+00
  0.224175006151E+00 -0.851970836520E-01 -0.231309697032E+00
  0.224910005927E+00 -0.898791253567E-01 -0.228364065289E+00
  0.225645005703E+00 -0.945263803005E-01 -0.225430607796E+00
  0.226380005479E+00 -0.991389378905E-01 -0.222509413958E+00
  0.227115005255E+00 -0.103716850281E+00 -0.219600453973E+00
  0.227850005031E+00 -0.108260236681E+00 -0.216703742743E+00
  0.228585004807E+00 -0.112769179046E+00 -0.213819265366E+00
  0.229320004582E+00 -0.117243722081E+00 -0.210947155952E+00
  0.230055004358E+00 -0.121683970094E+00 -0.208087280393E+00
  0.230790004134E+00 -0.126090005040E+00 -0.205239772797E+00
  0.231525003910E+00 -0.130461901426E+00 -0.202404603362E+00
  0.232260003686E+00 -0.134799733758E+00 -0.199581757188E+00
  0.232995003462E+00 -0.139103621244E+00 -0.196771249175E+00
  0.233730003238E+00 -0.143373578787E+00 -0.193973109126E+00
  0.234465003014E+00 -0.147609755397E+00 -0.191187322140E+00
  0.235200002789E+00 -0.151812195778E+00 -0.188413918018E+00
  0.235935002565E+00 -0.155980959535E+00 -0.185652852058E+00
  0.236670002341E+00 -0.160116195679E+00 -0.182904139161E+00
  0.237405002117E+00 -0.164217934012E+00 -0.180167794228E+00
  0.238140001893E+00 -0.168286278844E+00 -0.177443832159E+00
  0.238875001669E+00 -0.172321274877E+00 -0.174732178450E+00
  0.239610001445E+00 -0.176323041320E+00 -0.172032892704E+00
  0.240345001221E+00 -0.180291637778E+00 -0.169345945120E+00
  0.241080000997E+00 -0.184227153659E+00 -0.166671335697E+00
  0.241815000772E+00 -0.188129663467E+00 -0.164009034634E+00
  0.242550000548E+00 -0.191999256611E+00 -0.161359056830E+00
  0.243285000324E+00 -0.195835992694E+00 -0.158721357584E+00
  0.244020000100E+00 -0.199640005827E+00 -0.156095936894E+00
  0.244754999876E+00 -0.203411266208E+00 -0.153482779860E+00
  0.245489999652E+00 -0.207149982452E+00 -0.150881886482E+00
  0.246224999428E+00 -0.210856139660E+00 -0.148293241858E+00
  0.246959999204E+00 -0.214529857039E+00 -0.145716771483E+00
  0.247694998980E+00 -0.218171179295E+00 -0.143152505159E+00
  0.248429998755E+00 -0.221780255437E+00 -0.140600427985E+00
  0.249164998531E+00 -0.225357115269E+00 -0.138060495257E+00
  0.249899998307E+00 -0.228901758790E+00 -0.135532692075E+00
  0.250634998083E+00 -0.232414394617E+00 -0.133016988635E+00
  0.251370012760E+00 -0.235895052552E+00 -0.130513370037E+00
  0.252105027437E+00 -0.239343792200E+00 -0.128021821380E+00
  0.252840012312E+00 -0.242760673165E+00 -0.125542297959E+00
  0.253575026989E+00 -0.246145814657E+00 -0.123074762523E+00
  0.254310011864E+00 -0.249499291182E+00 -0.120619207621E+00
  0.255045026541E+00 -0.252821117640E+00 -0.118175595999E+00
  0.255780011415E+00 -0.256111443043E+00 -0.115743897855E+00
  0.256515026093E+00 -0.259370297194E+00 -0.113324090838E+00
  0.257250010967E+00 -0.262597739697E+00 -0.110916145146E+00
  0.257985025644E+00 -0.265793919563E+00 -0.108520023525E+00
  0.258720010519E+00 -0.268958836794E+00 -0.106135681272E+00
  0.259455025196E+00 -0.272092550993E+00 -0.103763118386E+00
  0.260190010071E+00 -0.275195211172E+00 -0.101402267814E+00
  0.260925024748E+00 -0.278266847134E+00 -0.990531146526E-01
  0.261660009623E+00 -0.281307548285E+00 -0.967156067491E-01
  0.262395024300E+00 -0.284317314625E+00 -0.943897366524E-01
  0.263130009174E+00 -0.287296265364E+00 -0.920754373074E-01
  0.263865023851E+00 -0.290244460106E+00 -0.897726938128E-01
  0.264600008726E+00 -0.293162047863E+00 -0.874814763665E-01
  0.265335023403E+00 -0.296048969030E+00 -0.852017179132E-01
  0.266070008278E+00 -0.298905402422E+00 -0.829334035516E-01
  0.266805022955E+00 -0.301731377840E+00 -0.806764960289E-01
  0.267540007830E+00 -0.304526895285E+00 -0.784309655428E-01
  0.268275022507E+00 -0.307292133570E+00 -0.761967450380E-01
  0.269010007381E+00 -0.310027092695E+00 -0.739738121629E-01
  0.269745022058E+00 -0.312731832266E+00 -0.717621520162E-01
  0.270480006933E+00 -0.315406441689E+00 -0.695616677403E-01
  0.271215021610E+00 -0.318051040173E+00 -0.673723816872E-01
  0.271950006485E+00 -0.320665627718E+00 -0.651942193508E-01
  0.272685021162E+00 -0.323250234127E+00 -0.630271434784E-01
  0.273420006037E+00 -0.325804978609E+00 -0.608711279929E-01
  0.274155020714E+00 -0.328329950571E+00 -0.587261319160E-01
  0.274890005589E+00 -0.330825179815E+00 -0.565921030939E-01
  0.275625020266E+00 -0.333290696144E+00 -0.544690042734E-01
  0.276360005140E+00 -0.335726618767E+00 -0.523568093777E-01
  0.277095019817E+00 -0.338133007288E+00 -0.502554625273E-01
  0.277830004692E+00 -0.340509891510E+00 -0.481649301946E-01
  0.278565019369E+00 -0.342857360840E+00 -0.460851751268E-01
  0.279300004244E+00 -0.345175504684E+00 -0.440161600709E-01
  0.280035018921E+00 -0.347464263439E+00 -0.419578365982E-01
  0.280770003796E+00 -0.349723815918E+00 -0.399101637304E-01
  0.281505018473E+00 -0.351954191923E+00 -0.378731042147E-01
  0.282240003347E+00 -0.354155451059E+00 -0.358466282487E-01
  0.282975018024E+00 -0.356327623129E+00 -0.338306948543E-01
  0.283710032701E+00 -0.358470827341E+00 -0.318252481520E-01
  0.284445017576E+00 -0.360585123301E+00 -0.298302713782E-01
  0.285180032253E+00 -0.362670451403E+00 -0.278457123786E-01
  0.285915017128E+00 -0.364727079868E+00 -0.258715357631E-01
  0.286650031805E+00 -0.366754829884E+00 -0.239077005535E-01
  0.287385016680E+00 -0.368753910065E+00 -0.219541750848E-01
  0.288120031357E+00 -0.370724380016E+00 -0.200109165162E-01
  0.288855016232E+00 -0.372666209936E+00 -0.180778894573E-01
  0.289590030909E+00 -0.374579578638E+00 -0.161550585181E-01
  0.290325015783E+00 -0.376464426517E+00 -0.142423864454E-01
  0.291060030460E+00 -0.378320813179E+00 -0.123398331925E-01
  0.291795015335E+00 -0.380148917437E+00 -0.104473717511E-01
  0.292530030012E+00 -0.381948739290E+00 -0.856495462358E-02
  0.293265014887E+00 -0.383720248938E+00 -0.669255666435E-02
  0.294000029564E+00 -0.385463535786E+00 -0.483013596386E-02
  0.294735014439E+00 -0.387178838253E+00 -0.297766341828E-02
  0.295470029116E+00 -0.388865917921E+00 -0.113510328811E-02
  0.296205013990E+00 -0.390525043011E+00  0.697573472280E-03
  0.296940028667E+00 -0.392156243324E+00  0.252040615305E-02
  0.297675013542E+00 -0.393759459257E+00  0.433343183249E-02
  0.298410028219E+00 -0.395334869623E+00  0.613666465506E-02
  0.299145013094E+00 -0.396882504225E+00  0.793015118688E-02
  0.299880027771E+00 -0.398402303457E+00  0.971391424537E-02
  0.300615012646E+00 -0.399894505739E+00  0.114879878238E-01
  0.301350027323E+00 -0.401359081268E+00  0.132524017245E-01
  0.302085012197E+00 -0.402796000242E+00  0.150071829557E-01
  0.302820026875E+00 -0.404205501080E+00  0.167523566633E-01
  0.303555011749E+00 -0.405587434769E+00  0.184879656881E-01
  0.304290026426E+00 -0.406942039728E+00  0.202140156180E-01
  0.305025011301E+00 -0.408269256353E+00  0.219305437058E-01
  0.305760025978E+00 -0.409569174051E+00  0.236375834793E-01
  0.306495010853E+00 -0.410841852427E+00  0.253351498395E-01
  0.307230025530E+00 -0.412087351084E+00  0.270232688636E-01
  0.307965010405E+00 -0.413305759430E+00  0.287019647658E-01
  0.308700025082E+00 -0.414497017860E+00  0.303712636232E-01
  0.309435009956E+00 -0.415661305189E+00  0.320311784744E-01
  0.310170024633E+00 -0.416798591614E+00  0.336817502975E-01
  0.310905009508E+00 -0.417909026146E+00  0.353229828179E-01
  0.311640024185E+00 -0.418992549181E+00  0.369548983872E-01
  0.312375009060E+00 -0.420049279928E+00  0.385775230825E-01
  0.313110023737E+00 -0.421079277992E+00  0.401908829808E-01
  0.313845008612E+00 -0.422082632780E+00  0.417949855328E-01
  0.314580023289E+00 -0.423059374094E+00  0.433898419142E-01
  0.315315008163E+00 -0.424009501934E+00  0.449754819274E-01
  0.316050022840E+00 -0.424933135509E+00  0.465519204736E-01
  0.316785007715E+00 -0.425830334425E+00  0.481191687286E-01
  0.317520022392E+00 -0.426701039076E+00  0.496772304177E-01
