          73  (-3.14552587915842413E-005,3.60044488141195249E-003) (-6.63839025445698334E-017,-5.83060911754140825E-017)   (4.24610086676938423E-013,1.70248479557452386E-014)
          74   (2.21144334614895875E-011,3.72315031813993694E-011)   (8.61743050251620573E-012,1.47707106997839194E-011)  (-1.37528971746070508E-004,8.95300004177391855E-003)
          75               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          76  (-5.55156801196652000E-004,1.80911193259219788E-004)   (2.99262164122448533E-017,1.79017654550990068E-017)   (8.83332186819540608E-014,6.22706416481881669E-015)
          77  (4.81580506956443954E-003,-7.91394416283514230E-004) (-3.07537006086058543E-016,-4.41310233359179768E-017) (-5.56145355193595799E-013,-7.04945143395009754E-014)
          78 (-7.42869348846359346E-003,-4.59604999860666833E-003) (-5.20352974695590332E-016,-1.36438550132803175E-016)   (6.30677050660515137E-013,9.24714871149408203E-014)
          79   (1.61022417617792893E-016,2.60722205238854346E-017)  (1.23056834568244212E-003,-6.30207391001705135E-003) (-1.68504149268635167E-011,-2.05048207477072834E-012)
          80  (8.45087185169158266E-014,-2.98907340384603957E-014)  (3.52532318771891813E-014,-3.55077781900851110E-014)  (3.76591194907786864E-004,-4.42125979773089510E-004)
          81               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          82   (2.82941293932521910E-017,9.85930605424061190E-018) (-2.32581732724670108E-002,-5.39687115330328600E-003)  (3.59479081066697578E-013,-3.25821974218474401E-014)
          83 (-7.67140010583495533E-013,-2.90704143081320231E-013) (-2.78854016055624617E-013,-2.12844992457078771E-013)  (-4.62761251138256013E-003,6.01735430192421126E-004)
          84  (1.27649577923509127E-003,-2.33020277985092507E-004)   (1.64779505745915641E-017,1.80636193941967879E-017)  (-7.73869694465328808E-014,6.33751684632553014E-016)
          85               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          86  (2.05633423234054952E-002,-4.82422469284549994E-003)   (1.10601273871868205E-016,1.19927053108845653E-016)  (-4.54418810396860443E-013,3.30794241606116200E-013)
          87 (-2.68648149574453531E-011,-2.55404550786117371E-011) (-1.38123014597451368E-011,-1.35479983287606473E-011) (-2.55628258837099602E-003,-7.71978843575722934E-004)
          88               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          89   (1.05367404234360355E-002,4.82786671633163300E-003)  (-1.35584562610077012E-017,9.97120193552173317E-017) (-2.17144427523181048E-013,-3.58856885882756352E-013)
          90               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          91 (-5.41763386294089738E-003,-5.89798925389245287E-005) (-1.62777676162277907E-016,-4.87496643823246002E-017)  (4.02403681669812625E-013,-4.76978985952810318E-015)
          92 (-2.95907111113152379E-017,-1.03895053587322787E-017)   (4.20115961932741617E-004,7.60373975600910556E-004)   (5.47276177056828254E-012,9.52721847986350030E-013)
          93  (-1.17534798011368681E-011,1.48236178003460311E-013)  (-2.35956453178808156E-011,1.09294054268069485E-013) (-2.05026654402522797E-005,-1.62450698199209268E-005)
          94   (1.60037890679541905E-012,8.60647683774792688E-012)   (5.85409531361452549E-013,6.08373446209582869E-012)  (9.72746048468999154E-003,-6.19525776934398351E-003)
          95 (-1.13560241799015818E-012,-7.56022661818950522E-014)   (3.00455238942007989E-013,1.42436288332341113E-014) (-1.11350584860049982E-006,-5.00225049779717558E-006)
          96               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          97               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          98               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
          99  (1.26318401709504661E-003,-2.23894120073528033E-002)  (4.42022950566811555E-017,-7.95155445762052447E-017) (-3.46921640134651067E-013,-5.29979552176791791E-013)
         100               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
         101               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
         102  (-2.29181060885885635E-016,5.62701374963101896E-017)      (-0.13696476421547910,-1.47769616162574217E-002)  (-3.03499040526509548E-012,6.29078799933578159E-013)
         103               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
         104  (2.53078190535689883E-002,-2.48503614015184206E-002)   (5.97091967428222972E-017,2.79286514240157155E-017)  (-2.52319194633841251E-012,1.99890173397652935E-012)
         105               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
         106   (9.95617658156314053E-017,1.13454390460251378E-016)             (0.23047519711642528,0.27236950419846678)   (6.17449164849576440E-012,9.71885511409798779E-012)
         107               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
         108  (5.77941443547939221E-002,-1.68246723745973728E-002)  (3.03338365410288246E-016,-3.89382012618817895E-016)  (-9.39850140976854743E-013,9.62193244465831133E-013)
         109   (1.89355200758179814E-014,2.83170984644152810E-014)  (-9.85865112487197305E-014,5.40214494735472479E-014)  (-4.87890178049161204E-003,1.96962876692753858E-003)
         110  (1.39446623857068246E-017,-9.80642854769474259E-018)  (6.81445383898411465E-004,-3.82769221521422160E-003)   (8.00036765467131028E-014,2.92162551604293369E-013)
         111               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
         112  (-1.18256298689700556E-016,4.45569375111985276E-017)   (1.02073460882917740E-002,1.78155621132327045E-002)  (-1.71820721922757091E-013,1.36473971529289591E-012)
         113               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
         114 (-1.00596878679503760E-002,-4.08999920951244426E-003)  (-3.51454758215967251E-017,2.18485578364453714E-017)   (6.15940296222792794E-013,1.04171521821292047E-012)
         115  (-1.63470345828114830E-014,6.66960639596457338E-018)  (-8.74246253990055857E-015,1.13181550045427236E-014) (-1.05158259540184124E-003,-2.85900956312745474E-004)
         116  (6.26952406043345279E-004,-4.98676750556168846E-003) (-1.52822814015999957E-017,-1.53533259957152398E-017)  (5.83024668166514493E-013,-5.64479626803470446E-013)
         117               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
         118   (2.74421934320829575E-018,2.96195881009278276E-018)  (3.02588035261901200E-003,-1.80733316106100887E-003)  (3.57776903113018360E-014,-4.05981141998753952E-014)
         119               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
         120  (-2.15727521759623853E-018,2.52776038568098487E-018)  (-1.76395669323843943E-003,1.47430029810838932E-003) (-4.53436917757691436E-014,-1.33053522624232105E-013)
         121               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
         122   (1.75074738440978979E-003,6.08319128357694334E-004)   (1.01264499537813916E-018,5.31765438781482927E-018) (-1.54733290117078105E-013,-1.57035957518830026E-013)
         123   (2.15077215834144153E-014,4.72904297714159513E-014)   (1.99536923368466680E-014,4.62140456899743289E-014)  (-3.30119228655560687E-005,1.47177693474749783E-004)
         124  (-4.35568440379030097E-003,7.34108206591836438E-004) (-1.16182475870683413E-018,-7.06190543141746305E-019)  (6.40115994165478461E-014,-2.21575659995454836E-014)
         125               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
         126  (5.49940377397069139E-013,-5.70170073404068327E-013)  (3.67504145389758658E-013,-4.04632273512859025E-013) (-1.02839992687784616E-002,-8.03415111588586146E-003)
         127            (0.14160599804374197,-0.25500260115398593)   (7.95224892063460191E-016,9.48384520275767175E-017)   (1.00203669049769692E-010,1.72041958101098545E-011)
         128  (4.30854075501970532E-012,-3.35908863007262290E-012)  (4.32707463090956318E-012,-3.50990075622631070E-012)  (-8.78682784814054964E-003,2.27713227697327117E-002)
         129  (-3.09494831021104557E-016,1.12550693735240287E-016)            (0.19470687025334174,-0.23182508639858784)  (1.07353633936732626E-010,-3.02879017781565931E-011)
         130  (2.15098362117053692E-012,-2.36893081530460206E-012)  (2.80613411924511852E-012,-3.36953157526205246E-012)  (-8.10358196249267660E-004,1.01928483770509655E-003)
         131             (1.2930269724699808,-0.13317616302762131)   (5.96674893486119220E-016,1.13098485554177330E-016) (-8.67838795493819880E-011,-1.59455178465789002E-011)
         132 (-1.46498620318561668E-011,-2.11346650213611836E-011) (-1.46053810884480426E-011,-2.13455290216759255E-011) (-9.69754319909701609E-003,-2.71867241864933822E-002)
         133 (-8.44940549979957292E-017,-7.27678651986035470E-017)        (1.2681185295058031,-5.01699829032190431E-002)   (9.23310435595272813E-011,1.32630051702692799E-011)
         134               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
         135  (-6.27854646648990603E-004,4.98779825822107201E-003)   (4.84998475419450984E-017,2.38454622532792242E-017)  (-5.82992110023947857E-013,5.64465157740714313E-013)
         136  (1.58883177978853450E-013,-6.51380533295060682E-014)  (7.34663778774532915E-012,-1.18886146955075600E-013)   (9.85431452060789997E-004,2.76133443611850779E-004)
         137      (-0.11907912687308990,-3.34989798564944846E-002) (-9.71868947240325795E-017,-4.13651252832613794E-017)   (4.85681105004943162E-011,5.80210994477235845E-012)
         138  (8.50879305285216003E-013,-9.32496072346523210E-013)  (6.59108875107918961E-013,-1.02519873480041387E-012)  (5.29605076264080196E-002,-2.08885527240670228E-002)
         139 (-4.64230777592563556E-017,-6.97427788954985091E-017)      (-0.12645360161927599,-4.01160720224743653E-002)  (-9.57004361340079762E-012,1.74805285061320805E-012)
         140               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)               (0.0000000000000000,0.0000000000000000)
         141  (1.06938788799880829E-017,-8.63902529008390425E-018)  (7.54049893428279617E-004,-3.86856740680919728E-003)   (8.09222511243674835E-014,2.91823976819090564E-013)
